AGEP,WKHP,COW,MAR,POBP,RELP,RAC1P,SEX,PINCP
41.0,40.0,1.0,1.0,1.0,1.0,2.0,1,1
54.0,40.0,1.0,1.0,303.0,1.0,1.0,1,0
57.0,45.0,3.0,1.0,39.0,0.0,1.0,1,1
64.0,40.0,1.0,1.0,28.0,6.0,1.0,1,1
37.0,50.0,1.0,1.0,39.0,0.0,1.0,0,1
41.0,40.0,1.0,1.0,6.0,1.0,1.0,0,1
60.0,50.0,1.0,3.0,6.0,0.0,9.0,1,1
39.0,40.0,1.0,5.0,51.0,0.0,1.0,0,1
26.0,52.0,1.0,5.0,6.0,0.0,1.0,0,1
21.0,40.0,1.0,5.0,6.0,2.0,1.0,0,0
32.0,38.0,2.0,1.0,6.0,1.0,1.0,1,0
64.0,40.0,3.0,1.0,48.0,0.0,1.0,0,1
29.0,40.0,1.0,5.0,373.0,0.0,1.0,0,0
29.0,35.0,1.0,5.0,6.0,12.0,1.0,0,0
59.0,48.0,1.0,1.0,6.0,0.0,1.0,0,0
44.0,40.0,5.0,3.0,55.0,12.0,1.0,1,0
62.0,40.0,1.0,1.0,24.0,0.0,1.0,0,1
65.0,50.0,7.0,1.0,25.0,0.0,1.0,0,1
56.0,40.0,3.0,3.0,6.0,0.0,1.0,1,1
64.0,25.0,2.0,4.0,6.0,0.0,1.0,0,0
25.0,25.0,1.0,5.0,6.0,12.0,6.0,0,0
24.0,40.0,1.0,5.0,55.0,11.0,1.0,1,0
39.0,40.0,1.0,5.0,6.0,13.0,1.0,1,1
50.0,40.0,1.0,1.0,212.0,1.0,1.0,1,0
25.0,24.0,2.0,5.0,6.0,5.0,1.0,1,0
30.0,40.0,4.0,5.0,6.0,12.0,1.0,1,1
54.0,40.0,1.0,1.0,24.0,1.0,1.0,0,0
19.0,39.0,1.0,5.0,6.0,17.0,9.0,0,0
73.0,40.0,1.0,1.0,303.0,1.0,1.0,0,0
41.0,42.0,4.0,1.0,12.0,0.0,1.0,0,0
22.0,18.0,1.0,5.0,140.0,4.0,1.0,0,0
27.0,40.0,5.0,5.0,6.0,0.0,1.0,1,0
18.0,48.0,1.0,5.0,312.0,5.0,8.0,0,0
52.0,40.0,4.0,1.0,6.0,1.0,1.0,1,1
19.0,40.0,1.0,5.0,6.0,2.0,8.0,0,0
49.0,50.0,2.0,1.0,210.0,1.0,6.0,1,1
72.0,40.0,1.0,3.0,12.0,0.0,1.0,1,1
33.0,40.0,2.0,5.0,6.0,0.0,1.0,1,1
62.0,8.0,1.0,1.0,207.0,0.0,6.0,1,0
36.0,40.0,1.0,1.0,6.0,9.0,1.0,0,0
24.0,37.0,2.0,5.0,32.0,15.0,1.0,0,0
62.0,18.0,1.0,1.0,233.0,1.0,9.0,1,0
48.0,40.0,1.0,1.0,312.0,0.0,1.0,0,1
21.0,40.0,1.0,4.0,303.0,2.0,8.0,0,0
32.0,2.0,2.0,1.0,6.0,1.0,6.0,1,0
20.0,35.0,1.0,5.0,25.0,12.0,1.0,1,0
20.0,20.0,1.0,5.0,6.0,2.0,8.0,0,0
35.0,40.0,4.0,1.0,4.0,0.0,1.0,0,1
58.0,40.0,1.0,2.0,6.0,0.0,6.0,1,1
49.0,40.0,1.0,3.0,8.0,0.0,1.0,1,0
39.0,40.0,3.0,4.0,6.0,0.0,2.0,1,1
29.0,55.0,1.0,1.0,36.0,0.0,1.0,1,1
24.0,40.0,1.0,5.0,6.0,2.0,1.0,1,0
51.0,40.0,6.0,1.0,6.0,1.0,1.0,0,1
54.0,50.0,6.0,1.0,6.0,0.0,1.0,1,0
66.0,48.0,1.0,3.0,303.0,0.0,1.0,1,0
34.0,30.0,2.0,1.0,6.0,1.0,1.0,1,0
63.0,40.0,1.0,1.0,36.0,0.0,1.0,1,1
35.0,58.0,1.0,1.0,6.0,0.0,1.0,0,0
68.0,40.0,1.0,1.0,6.0,0.0,1.0,0,1
61.0,45.0,1.0,5.0,19.0,0.0,1.0,1,1
67.0,40.0,3.0,3.0,53.0,0.0,1.0,1,1
22.0,40.0,1.0,5.0,17.0,13.0,1.0,0,1
33.0,20.0,1.0,1.0,303.0,2.0,1.0,1,0
29.0,40.0,5.0,1.0,24.0,1.0,1.0,1,1
34.0,40.0,4.0,5.0,36.0,0.0,2.0,0,0
56.0,35.0,1.0,1.0,6.0,0.0,1.0,1,0
60.0,55.0,1.0,1.0,6.0,1.0,1.0,0,1
45.0,40.0,1.0,1.0,235.0,0.0,1.0,0,1
52.0,34.0,4.0,5.0,6.0,5.0,1.0,0,0
44.0,42.0,1.0,1.0,6.0,0.0,1.0,0,1
56.0,40.0,4.0,3.0,46.0,0.0,1.0,0,1
51.0,95.0,5.0,1.0,25.0,17.0,1.0,0,1
32.0,50.0,1.0,5.0,6.0,0.0,1.0,0,1
34.0,24.0,1.0,1.0,6.0,1.0,1.0,1,0
33.0,25.0,1.0,5.0,32.0,0.0,1.0,1,0
31.0,40.0,1.0,5.0,53.0,13.0,1.0,1,1
28.0,40.0,1.0,5.0,6.0,2.0,8.0,0,0
18.0,25.0,1.0,5.0,6.0,2.0,9.0,1,0
20.0,40.0,1.0,5.0,6.0,11.0,8.0,1,0
57.0,30.0,1.0,2.0,212.0,0.0,1.0,1,0
24.0,30.0,1.0,5.0,207.0,2.0,6.0,0,0
37.0,30.0,1.0,1.0,301.0,1.0,1.0,0,0
33.0,40.0,4.0,5.0,6.0,0.0,6.0,0,1
53.0,25.0,1.0,5.0,39.0,0.0,1.0,0,0
57.0,40.0,1.0,3.0,134.0,13.0,1.0,1,1
31.0,40.0,2.0,5.0,303.0,5.0,8.0,1,0
37.0,32.0,1.0,1.0,303.0,2.0,1.0,1,0
50.0,40.0,3.0,1.0,36.0,0.0,1.0,1,1
53.0,40.0,2.0,1.0,6.0,1.0,1.0,1,0
28.0,60.0,5.0,1.0,4.0,0.0,1.0,1,1
45.0,80.0,1.0,4.0,6.0,10.0,1.0,1,0
21.0,40.0,1.0,5.0,6.0,2.0,1.0,0,0
30.0,58.0,1.0,5.0,303.0,15.0,8.0,0,0
51.0,40.0,1.0,5.0,207.0,12.0,6.0,0,0
53.0,45.0,1.0,5.0,25.0,0.0,1.0,0,1
25.0,45.0,1.0,5.0,36.0,0.0,1.0,1,1
35.0,40.0,1.0,5.0,6.0,0.0,1.0,1,0
20.0,40.0,1.0,5.0,6.0,2.0,1.0,1,0
30.0,40.0,1.0,5.0,6.0,3.0,1.0,1,0
32.0,40.0,1.0,1.0,6.0,0.0,1.0,0,0
60.0,1.0,1.0,5.0,6.0,0.0,1.0,1,0
46.0,35.0,1.0,5.0,312.0,2.0,1.0,0,0
28.0,40.0,1.0,5.0,6.0,2.0,5.0,1,0
40.0,44.0,1.0,1.0,240.0,0.0,6.0,1,1
33.0,40.0,1.0,1.0,6.0,1.0,9.0,0,1
51.0,60.0,1.0,1.0,233.0,1.0,6.0,1,1
61.0,40.0,4.0,3.0,6.0,0.0,1.0,1,1
22.0,20.0,5.0,5.0,6.0,2.0,3.0,1,1
47.0,40.0,6.0,1.0,6.0,1.0,1.0,0,0
42.0,40.0,1.0,1.0,6.0,0.0,1.0,1,0
22.0,40.0,1.0,5.0,6.0,2.0,1.0,1,0
65.0,40.0,1.0,1.0,4.0,0.0,1.0,0,1
39.0,40.0,1.0,1.0,6.0,1.0,1.0,1,1
62.0,20.0,1.0,2.0,313.0,0.0,8.0,1,0
30.0,40.0,1.0,5.0,6.0,17.0,1.0,0,0
31.0,50.0,1.0,5.0,303.0,12.0,1.0,0,0
25.0,6.0,1.0,5.0,228.0,2.0,6.0,1,0
61.0,70.0,6.0,1.0,224.0,0.0,1.0,0,1
45.0,40.0,1.0,5.0,303.0,0.0,1.0,0,0
40.0,40.0,1.0,1.0,312.0,1.0,1.0,0,0
58.0,45.0,1.0,1.0,53.0,0.0,1.0,0,1
35.0,10.0,3.0,5.0,6.0,2.0,9.0,1,0
54.0,47.0,1.0,1.0,233.0,0.0,6.0,1,1
52.0,30.0,1.0,5.0,365.0,15.0,6.0,1,0
39.0,40.0,2.0,1.0,6.0,1.0,1.0,1,1
50.0,60.0,7.0,1.0,15.0,1.0,9.0,0,1
35.0,50.0,2.0,5.0,6.0,13.0,2.0,1,1
37.0,40.0,1.0,1.0,39.0,0.0,1.0,0,1
29.0,40.0,1.0,1.0,303.0,1.0,1.0,1,0
18.0,12.0,1.0,5.0,6.0,17.0,1.0,1,0
66.0,40.0,1.0,1.0,51.0,1.0,1.0,0,1
28.0,40.0,1.0,1.0,6.0,0.0,1.0,0,0
35.0,30.0,3.0,1.0,6.0,1.0,1.0,1,0
50.0,50.0,3.0,1.0,6.0,0.0,1.0,0,1
65.0,37.0,1.0,1.0,370.0,0.0,9.0,0,1
22.0,40.0,1.0,5.0,6.0,12.0,6.0,0,1
42.0,60.0,7.0,1.0,6.0,0.0,1.0,1,1
55.0,40.0,2.0,3.0,24.0,0.0,1.0,1,1
50.0,30.0,6.0,1.0,41.0,1.0,1.0,1,0
49.0,60.0,1.0,1.0,34.0,0.0,1.0,0,1
26.0,37.0,1.0,5.0,6.0,15.0,8.0,0,0
56.0,20.0,1.0,5.0,27.0,0.0,1.0,1,0
51.0,25.0,1.0,1.0,26.0,1.0,1.0,1,1
40.0,40.0,1.0,1.0,26.0,0.0,1.0,0,1
34.0,50.0,1.0,1.0,6.0,0.0,1.0,1,1
27.0,40.0,4.0,5.0,6.0,2.0,8.0,0,0
60.0,40.0,2.0,3.0,303.0,0.0,1.0,0,1
22.0,20.0,1.0,5.0,6.0,13.0,8.0,1,0
54.0,30.0,1.0,2.0,312.0,0.0,1.0,1,0
36.0,30.0,1.0,5.0,6.0,0.0,1.0,0,0
44.0,40.0,5.0,1.0,6.0,0.0,1.0,0,1
70.0,30.0,1.0,3.0,6.0,0.0,1.0,0,1
66.0,29.0,3.0,3.0,6.0,0.0,1.0,1,0
45.0,40.0,3.0,3.0,6.0,0.0,9.0,0,1
64.0,20.0,2.0,3.0,240.0,5.0,6.0,1,0
33.0,35.0,1.0,4.0,6.0,0.0,6.0,0,0
55.0,25.0,1.0,4.0,206.0,6.0,6.0,1,0
17.0,10.0,1.0,5.0,6.0,2.0,1.0,1,0
27.0,10.0,1.0,5.0,421.0,3.0,2.0,0,0
55.0,40.0,1.0,1.0,35.0,0.0,1.0,0,0
50.0,40.0,1.0,1.0,303.0,0.0,8.0,0,0
53.0,40.0,1.0,1.0,6.0,0.0,1.0,0,1
21.0,25.0,1.0,1.0,6.0,9.0,1.0,1,0
23.0,20.0,1.0,5.0,6.0,2.0,1.0,1,0
61.0,58.0,4.0,3.0,36.0,0.0,1.0,1,1
57.0,40.0,5.0,3.0,36.0,0.0,2.0,1,0
43.0,50.0,7.0,5.0,6.0,0.0,1.0,0,1
36.0,30.0,2.0,1.0,449.0,0.0,1.0,0,1
39.0,40.0,1.0,1.0,233.0,0.0,6.0,0,0
24.0,40.0,1.0,5.0,6.0,2.0,8.0,0,0
28.0,40.0,1.0,1.0,6.0,0.0,6.0,1,0
56.0,40.0,1.0,1.0,247.0,1.0,6.0,0,1
17.0,20.0,1.0,5.0,6.0,2.0,1.0,0,0
19.0,40.0,1.0,5.0,6.0,2.0,8.0,1,0
26.0,60.0,1.0,5.0,8.0,5.0,1.0,0,0
19.0,40.0,1.0,5.0,312.0,5.0,8.0,0,0
24.0,40.0,1.0,5.0,303.0,2.0,8.0,1,0
25.0,35.0,1.0,1.0,6.0,0.0,1.0,0,0
60.0,50.0,4.0,1.0,6.0,0.0,8.0,1,1
38.0,40.0,1.0,1.0,303.0,11.0,1.0,0,0
21.0,45.0,1.0,5.0,6.0,2.0,6.0,1,0
59.0,40.0,1.0,5.0,36.0,0.0,1.0,1,1
54.0,40.0,1.0,1.0,6.0,0.0,1.0,0,1
50.0,40.0,1.0,1.0,247.0,1.0,6.0,1,0
39.0,40.0,1.0,3.0,233.0,0.0,6.0,1,1
39.0,32.0,1.0,1.0,6.0,1.0,1.0,0,0
58.0,40.0,1.0,5.0,303.0,15.0,1.0,0,1
58.0,40.0,1.0,1.0,303.0,1.0,8.0,1,0
39.0,50.0,1.0,5.0,33.0,0.0,1.0,1,1
46.0,40.0,1.0,3.0,6.0,0.0,1.0,1,1
23.0,10.0,1.0,5.0,16.0,10.0,1.0,1,0
20.0,45.0,5.0,5.0,42.0,17.0,1.0,0,0
36.0,40.0,1.0,1.0,6.0,1.0,1.0,0,0
39.0,35.0,1.0,5.0,303.0,11.0,1.0,1,0
36.0,40.0,1.0,1.0,200.0,15.0,9.0,0,1
28.0,40.0,1.0,5.0,303.0,2.0,1.0,0,0
57.0,40.0,4.0,1.0,44.0,0.0,1.0,0,1
62.0,50.0,4.0,1.0,6.0,1.0,1.0,0,1
34.0,60.0,1.0,5.0,8.0,0.0,1.0,1,1
29.0,40.0,2.0,1.0,6.0,1.0,1.0,1,1
62.0,40.0,1.0,1.0,303.0,1.0,1.0,1,0
46.0,40.0,6.0,1.0,303.0,0.0,1.0,0,1
62.0,40.0,6.0,1.0,364.0,0.0,1.0,0,0
27.0,40.0,1.0,5.0,27.0,0.0,1.0,0,0
35.0,50.0,5.0,5.0,32.0,0.0,1.0,0,1
40.0,30.0,6.0,1.0,42.0,1.0,1.0,0,1
45.0,36.0,1.0,5.0,247.0,2.0,6.0,0,0
18.0,20.0,2.0,5.0,6.0,2.0,8.0,0,0
35.0,55.0,6.0,1.0,6.0,2.0,1.0,1,0
55.0,40.0,1.0,5.0,6.0,0.0,1.0,0,1
38.0,25.0,2.0,1.0,31.0,0.0,1.0,1,0
52.0,40.0,5.0,1.0,6.0,0.0,1.0,0,1
48.0,40.0,1.0,1.0,303.0,0.0,1.0,0,1
50.0,40.0,1.0,1.0,6.0,0.0,1.0,0,0
44.0,40.0,1.0,5.0,303.0,13.0,1.0,0,0
64.0,4.0,1.0,1.0,13.0,1.0,1.0,1,0
28.0,40.0,1.0,5.0,245.0,0.0,6.0,1,1
23.0,20.0,1.0,5.0,6.0,10.0,6.0,1,0
26.0,40.0,1.0,5.0,233.0,2.0,6.0,1,0
24.0,35.0,3.0,1.0,6.0,0.0,8.0,1,0
44.0,40.0,1.0,1.0,6.0,0.0,1.0,1,1
55.0,20.0,6.0,2.0,6.0,5.0,1.0,1,0
65.0,40.0,1.0,1.0,17.0,0.0,1.0,0,1
32.0,36.0,2.0,1.0,18.0,0.0,1.0,1,1
49.0,50.0,1.0,1.0,6.0,0.0,6.0,0,1
43.0,18.0,3.0,1.0,303.0,0.0,1.0,1,0
25.0,40.0,1.0,5.0,6.0,2.0,6.0,0,0
19.0,15.0,1.0,5.0,6.0,2.0,1.0,1,0
54.0,10.0,1.0,2.0,6.0,0.0,1.0,1,0
76.0,2.0,6.0,1.0,6.0,0.0,1.0,1,0
38.0,15.0,7.0,1.0,6.0,0.0,1.0,1,0
23.0,28.0,1.0,5.0,6.0,12.0,1.0,1,0
53.0,40.0,1.0,1.0,207.0,0.0,6.0,1,0
38.0,50.0,7.0,1.0,139.0,9.0,1.0,0,0
20.0,4.0,1.0,5.0,6.0,2.0,1.0,0,0
32.0,20.0,2.0,1.0,6.0,1.0,6.0,1,0
61.0,40.0,1.0,1.0,6.0,1.0,6.0,0,1
30.0,75.0,6.0,5.0,315.0,0.0,8.0,0,1
60.0,40.0,3.0,1.0,207.0,1.0,6.0,1,1
34.0,50.0,1.0,3.0,6.0,0.0,1.0,0,1
20.0,30.0,1.0,5.0,303.0,2.0,1.0,0,0
41.0,48.0,1.0,1.0,303.0,0.0,1.0,0,0
35.0,80.0,2.0,5.0,6.0,0.0,1.0,1,0
60.0,40.0,2.0,5.0,48.0,0.0,1.0,0,1
36.0,40.0,1.0,1.0,210.0,0.0,6.0,0,1
22.0,12.0,2.0,5.0,6.0,2.0,6.0,1,0
45.0,40.0,5.0,3.0,233.0,0.0,6.0,1,0
65.0,50.0,1.0,1.0,17.0,0.0,1.0,0,1
36.0,40.0,1.0,1.0,164.0,0.0,1.0,0,1
28.0,40.0,1.0,5.0,6.0,13.0,8.0,0,0
31.0,40.0,1.0,1.0,15.0,0.0,1.0,0,0
20.0,40.0,1.0,5.0,6.0,2.0,9.0,0,0
36.0,40.0,1.0,1.0,6.0,1.0,8.0,0,0
53.0,20.0,6.0,5.0,303.0,11.0,9.0,0,0
61.0,30.0,6.0,5.0,27.0,13.0,1.0,0,0
28.0,4.0,1.0,1.0,6.0,9.0,6.0,1,0
31.0,40.0,1.0,1.0,29.0,0.0,1.0,1,0
34.0,35.0,6.0,5.0,6.0,0.0,1.0,0,1
35.0,45.0,3.0,5.0,6.0,13.0,1.0,1,1
19.0,45.0,1.0,5.0,36.0,17.0,1.0,0,0
34.0,40.0,1.0,1.0,303.0,1.0,1.0,0,0
33.0,16.0,2.0,5.0,6.0,0.0,1.0,1,0
50.0,40.0,2.0,1.0,210.0,1.0,6.0,1,1
25.0,35.0,1.0,5.0,6.0,2.0,1.0,1,0
42.0,7.0,6.0,3.0,240.0,0.0,6.0,1,0
39.0,40.0,3.0,1.0,19.0,1.0,1.0,1,0
64.0,20.0,6.0,3.0,6.0,0.0,1.0,1,0
25.0,40.0,1.0,5.0,233.0,2.0,6.0,1,0
59.0,90.0,1.0,1.0,200.0,6.0,9.0,1,0
50.0,40.0,1.0,1.0,313.0,0.0,1.0,1,0
21.0,24.0,1.0,5.0,6.0,12.0,1.0,0,0
30.0,40.0,1.0,5.0,6.0,2.0,8.0,0,0
55.0,40.0,1.0,1.0,303.0,0.0,9.0,0,0
52.0,30.0,1.0,1.0,303.0,10.0,8.0,1,0
26.0,40.0,1.0,5.0,6.0,2.0,8.0,1,1
19.0,30.0,1.0,5.0,6.0,2.0,1.0,0,0
21.0,40.0,5.0,5.0,17.0,0.0,1.0,0,0
52.0,60.0,6.0,1.0,6.0,1.0,1.0,0,0
26.0,80.0,7.0,5.0,6.0,0.0,1.0,0,1
41.0,40.0,1.0,1.0,6.0,0.0,7.0,1,0
78.0,2.0,2.0,1.0,6.0,0.0,1.0,0,1
56.0,15.0,1.0,1.0,207.0,1.0,6.0,1,0
40.0,40.0,6.0,4.0,6.0,0.0,1.0,0,0
38.0,20.0,2.0,1.0,6.0,0.0,1.0,1,1
48.0,65.0,6.0,1.0,206.0,1.0,6.0,0,0
22.0,30.0,1.0,5.0,6.0,2.0,1.0,1,0
46.0,56.0,4.0,1.0,207.0,0.0,6.0,1,1
33.0,25.0,1.0,5.0,233.0,10.0,6.0,0,0
35.0,36.0,1.0,3.0,6.0,15.0,1.0,1,1
51.0,15.0,3.0,1.0,17.0,1.0,1.0,1,0
49.0,40.0,1.0,3.0,6.0,0.0,1.0,0,0
51.0,48.0,5.0,3.0,42.0,13.0,1.0,1,1
56.0,40.0,4.0,1.0,6.0,0.0,5.0,0,1
47.0,32.0,1.0,1.0,312.0,0.0,1.0,0,0
28.0,60.0,1.0,5.0,6.0,0.0,1.0,1,1
35.0,40.0,7.0,1.0,200.0,0.0,9.0,0,0
41.0,60.0,1.0,5.0,6.0,12.0,1.0,0,0
20.0,25.0,1.0,5.0,6.0,2.0,3.0,0,0
21.0,50.0,1.0,5.0,6.0,2.0,1.0,1,0
59.0,40.0,1.0,1.0,6.0,0.0,8.0,0,1
24.0,60.0,1.0,5.0,303.0,2.0,8.0,0,0
30.0,40.0,2.0,5.0,51.0,0.0,1.0,1,0
37.0,6.0,6.0,1.0,303.0,1.0,1.0,0,0
53.0,50.0,1.0,1.0,6.0,1.0,1.0,0,1
50.0,40.0,1.0,1.0,303.0,0.0,1.0,0,0
45.0,40.0,1.0,1.0,6.0,0.0,1.0,0,1
67.0,4.0,6.0,1.0,6.0,0.0,1.0,0,1
28.0,50.0,2.0,5.0,209.0,13.0,6.0,1,0
54.0,40.0,1.0,1.0,41.0,0.0,1.0,0,1
18.0,25.0,1.0,5.0,6.0,2.0,1.0,1,0
62.0,46.0,1.0,1.0,29.0,1.0,2.0,1,1
49.0,50.0,1.0,1.0,303.0,0.0,8.0,0,1
26.0,40.0,1.0,5.0,6.0,15.0,6.0,0,0
18.0,20.0,1.0,5.0,6.0,17.0,1.0,1,0
57.0,50.0,6.0,1.0,164.0,1.0,1.0,0,1
18.0,8.0,3.0,5.0,6.0,2.0,1.0,0,0
48.0,20.0,6.0,1.0,6.0,0.0,1.0,1,0
55.0,40.0,1.0,1.0,6.0,1.0,1.0,0,1
67.0,50.0,1.0,1.0,18.0,0.0,1.0,0,1
50.0,40.0,1.0,1.0,247.0,0.0,6.0,0,0
24.0,40.0,1.0,5.0,6.0,0.0,8.0,1,0
57.0,50.0,1.0,1.0,303.0,0.0,8.0,0,0
27.0,40.0,4.0,3.0,6.0,2.0,8.0,0,0
50.0,40.0,1.0,1.0,6.0,1.0,1.0,1,1
41.0,2.0,1.0,1.0,30.0,0.0,1.0,1,0
63.0,60.0,1.0,1.0,303.0,1.0,8.0,0,1
43.0,40.0,1.0,1.0,210.0,0.0,6.0,0,1
65.0,40.0,2.0,4.0,303.0,13.0,1.0,0,0
57.0,40.0,1.0,1.0,6.0,0.0,6.0,1,1
68.0,24.0,1.0,3.0,211.0,0.0,9.0,1,1
52.0,40.0,7.0,1.0,207.0,1.0,6.0,0,0
56.0,60.0,1.0,1.0,303.0,0.0,1.0,0,0
22.0,40.0,1.0,1.0,6.0,0.0,9.0,0,0
26.0,40.0,1.0,5.0,6.0,12.0,1.0,1,1
30.0,50.0,1.0,3.0,6.0,13.0,1.0,0,1
28.0,30.0,1.0,5.0,6.0,0.0,1.0,1,0
30.0,45.0,1.0,1.0,25.0,1.0,1.0,1,1
37.0,60.0,4.0,5.0,6.0,0.0,1.0,0,1
71.0,40.0,1.0,2.0,233.0,6.0,6.0,1,1
21.0,25.0,1.0,5.0,6.0,2.0,1.0,1,0
30.0,40.0,1.0,5.0,6.0,0.0,1.0,1,0
38.0,40.0,1.0,1.0,6.0,0.0,1.0,0,1
45.0,40.0,1.0,5.0,303.0,5.0,1.0,0,0
70.0,50.0,1.0,1.0,6.0,0.0,1.0,1,1
41.0,40.0,1.0,1.0,210.0,0.0,6.0,0,1
58.0,50.0,1.0,3.0,110.0,0.0,1.0,0,1
45.0,50.0,5.0,1.0,6.0,0.0,9.0,0,1
30.0,42.0,1.0,5.0,303.0,0.0,1.0,0,0
69.0,40.0,4.0,2.0,6.0,0.0,1.0,1,1
27.0,10.0,4.0,5.0,364.0,0.0,1.0,1,0
47.0,50.0,1.0,1.0,110.0,0.0,1.0,0,1
63.0,45.0,1.0,3.0,6.0,15.0,1.0,1,1
22.0,20.0,1.0,5.0,6.0,11.0,1.0,0,0
64.0,50.0,6.0,1.0,132.0,0.0,1.0,1,0
39.0,40.0,1.0,1.0,303.0,1.0,1.0,0,0
48.0,40.0,3.0,5.0,303.0,0.0,1.0,0,1
53.0,40.0,2.0,1.0,6.0,0.0,1.0,0,1
47.0,40.0,1.0,5.0,209.0,0.0,6.0,0,1
52.0,15.0,8.0,1.0,36.0,0.0,2.0,0,1
64.0,74.0,1.0,1.0,6.0,1.0,1.0,0,0
49.0,40.0,3.0,5.0,6.0,0.0,1.0,0,0
20.0,30.0,1.0,5.0,6.0,2.0,1.0,0,0
39.0,24.0,1.0,5.0,303.0,15.0,8.0,1,0
56.0,60.0,7.0,1.0,32.0,9.0,1.0,0,0
36.0,52.0,1.0,5.0,6.0,0.0,9.0,0,1
44.0,45.0,1.0,4.0,6.0,2.0,1.0,1,1
26.0,55.0,5.0,1.0,6.0,0.0,1.0,0,0
42.0,80.0,1.0,1.0,48.0,0.0,1.0,0,1
64.0,40.0,1.0,1.0,36.0,1.0,1.0,0,1
40.0,50.0,4.0,1.0,53.0,0.0,1.0,0,1
53.0,40.0,1.0,5.0,6.0,2.0,1.0,0,0
34.0,40.0,1.0,5.0,6.0,0.0,1.0,0,1
32.0,30.0,6.0,1.0,303.0,1.0,1.0,0,0
24.0,48.0,1.0,5.0,6.0,2.0,9.0,1,0
35.0,30.0,1.0,5.0,421.0,2.0,2.0,0,0
36.0,40.0,3.0,5.0,6.0,2.0,6.0,1,1
67.0,45.0,1.0,1.0,6.0,0.0,1.0,1,1
22.0,40.0,1.0,5.0,6.0,16.0,1.0,1,0
31.0,50.0,1.0,1.0,6.0,1.0,1.0,1,0
49.0,36.0,1.0,1.0,233.0,1.0,6.0,0,1
56.0,40.0,1.0,1.0,51.0,1.0,1.0,1,0
20.0,12.0,1.0,5.0,6.0,15.0,1.0,1,0
58.0,40.0,1.0,1.0,6.0,0.0,1.0,0,1
55.0,55.0,1.0,1.0,6.0,0.0,1.0,0,1
21.0,9.0,2.0,5.0,6.0,17.0,1.0,0,0
41.0,35.0,6.0,1.0,303.0,0.0,1.0,0,0
37.0,30.0,1.0,3.0,312.0,10.0,8.0,1,0
38.0,50.0,6.0,1.0,6.0,0.0,1.0,0,1
36.0,40.0,1.0,1.0,303.0,0.0,8.0,0,1
61.0,40.0,1.0,1.0,303.0,0.0,1.0,0,0
35.0,40.0,1.0,3.0,6.0,12.0,2.0,0,0
37.0,40.0,1.0,3.0,217.0,0.0,6.0,0,0
25.0,24.0,1.0,5.0,6.0,10.0,1.0,1,0
36.0,40.0,1.0,1.0,6.0,0.0,1.0,0,0
42.0,40.0,1.0,1.0,6.0,0.0,6.0,1,1
21.0,20.0,2.0,5.0,6.0,3.0,1.0,0,0
31.0,48.0,1.0,1.0,303.0,1.0,8.0,0,0
42.0,40.0,1.0,1.0,233.0,1.0,6.0,0,0
30.0,20.0,1.0,5.0,6.0,12.0,8.0,1,0
31.0,40.0,2.0,1.0,6.0,1.0,8.0,1,0
24.0,30.0,1.0,5.0,6.0,2.0,1.0,0,0
22.0,20.0,1.0,1.0,6.0,0.0,1.0,1,0
55.0,40.0,1.0,5.0,207.0,11.0,6.0,0,1
65.0,42.0,1.0,1.0,6.0,0.0,1.0,0,1
36.0,40.0,7.0,1.0,210.0,2.0,6.0,0,0
60.0,45.0,2.0,5.0,6.0,0.0,1.0,0,1
53.0,50.0,7.0,1.0,18.0,0.0,1.0,0,1
29.0,40.0,6.0,5.0,6.0,0.0,1.0,0,1
30.0,40.0,1.0,5.0,18.0,12.0,1.0,1,1
59.0,40.0,1.0,3.0,18.0,0.0,1.0,0,1
23.0,40.0,1.0,5.0,53.0,2.0,1.0,0,0
65.0,40.0,1.0,3.0,6.0,0.0,1.0,0,0
56.0,20.0,3.0,1.0,6.0,0.0,1.0,1,1
48.0,31.0,6.0,1.0,6.0,1.0,1.0,1,0
33.0,40.0,7.0,1.0,40.0,0.0,1.0,0,1
44.0,40.0,1.0,1.0,303.0,1.0,1.0,0,0
51.0,50.0,3.0,3.0,210.0,0.0,6.0,1,0
47.0,40.0,1.0,1.0,2.0,0.0,1.0,0,1
37.0,38.0,1.0,5.0,247.0,17.0,6.0,1,0
33.0,40.0,1.0,5.0,6.0,2.0,8.0,1,0
63.0,40.0,3.0,1.0,28.0,1.0,1.0,0,1
43.0,40.0,1.0,3.0,6.0,0.0,8.0,1,1
60.0,20.0,1.0,3.0,247.0,12.0,6.0,0,0
54.0,40.0,1.0,1.0,6.0,1.0,8.0,0,0
40.0,40.0,1.0,5.0,303.0,10.0,8.0,1,0
49.0,40.0,7.0,5.0,27.0,0.0,1.0,0,1
28.0,44.0,1.0,5.0,6.0,0.0,1.0,0,0
24.0,40.0,1.0,1.0,303.0,1.0,8.0,1,0
26.0,47.0,1.0,4.0,48.0,0.0,1.0,1,0
53.0,40.0,1.0,5.0,303.0,0.0,1.0,0,0
29.0,40.0,1.0,5.0,303.0,12.0,1.0,0,0
26.0,35.0,1.0,1.0,303.0,1.0,1.0,0,0
34.0,40.0,2.0,1.0,6.0,0.0,1.0,1,1
33.0,20.0,1.0,5.0,6.0,2.0,1.0,1,0
56.0,40.0,1.0,1.0,53.0,1.0,2.0,0,1
